,ids,growth,status
222,{'374291.1'},0.100999999988575,optimal
223,{'3156.1'},,infeasible
224,{'7086.1'},0.10099999998857546,optimal
225,{'215.1'},0.100999999988575,optimal
226,{'5831.2'},0.100999999988575,optimal
227,{'6480.1'},0.100999999988575,optimal
228,{'9331.1'},0.100999999988575,optimal
229,{'9390.1'},0.100999999988575,optimal
230,{'6521.1'},0.100999999988575,optimal
231,{'4726.1'},0.100999999988575,optimal
232,{'6240.1'},0.100999999988575,optimal
233,{'195814.1'},0.10099999998857508,optimal
234,{'5051.1'},0.10099999998857681,optimal
235,{'6523.1'},0.10099999998857681,optimal
236,{'8566.1'},0.10099999998857681,optimal
237,{'32.1'},0.10099999998857681,optimal
238,{'7381.1'},0.10099999998857681,optimal
239,{'490.1'},0.1009999999885768,optimal
240,{'54187.1'},0.1009999999885768,optimal
241,{'116369.2'},0.1009999999885768,optimal
242,{'9583.1'},0.1009999999885768,optimal
243,{'6817.3'},0.1009999999885768,optimal
244,{'53354.1'},0.1009999999885768,optimal
245,{'175.1'},0.1009999999885768,optimal
246,{'9514.1'},0.1009999999885768,optimal
247,{'204.2'},0.1009999999885768,optimal
248,{'5050.1'},0.1009999999885768,optimal
249,{'641372.1'},0.1009999999885768,optimal
250,{'759.1'},0.1009999999885768,optimal
251,{'9791.1'},0.1009999999885768,optimal
252,{'6487.7'},0.1009999999885768,optimal
253,{'7296.2'},0.1009999999885768,optimal
254,{'8435.1'},0.1009999999885768,optimal
255,{'4716.1'},0.1009999999885768,optimal
256,{'5151.2'},0.1009999999885768,optimal
257,{'57678.1'},0.1009999999885768,optimal
258,{'84735.1'},0.1009999999885768,optimal
259,{'9990.1'},0.1009999999885768,optimal
260,{'113451.1'},0.10099999998857676,optimal
261,{'51166.2'},0.10099999998857698,optimal
262,{'3420.2'},0.10099999998857698,optimal
263,{'4522.1'},0.10099999998857698,optimal
264,{'79646.1'},0.10099999998857698,optimal
